Author,Titulo,Review,OrigenAutor,FechaOpinion,FechaEstadia
,Hermoso lugar,"Una zona arqueológica poco difundida en un lugar muy bello,las instalaciones como Museo sanitarios y tienda de artesanías se encuentran en perfecto estado,así como la zona arqueológica que está muy bien conservada y que me dejó muy asombrada,vale mucho la pena visitar este lugar que se encuentra muy cerca de Tlaxcala,la explicación de los guías fué muy buena y el lugar es majestuoso,lo único malo es la falta de señalización para llegar a Cacaxtla que provoca mucha gente se siga,deben poner más letreros.","Ciudad de México, México",28 de marzo de 2016,mar de 2016
,VISTA INCREIBLE,"Esta zona arqueologica cuenta con dos areas totalmente diferentes. Cacaxtla es una pequeña zona arqueologica la cual cuenta con un bello fresco. Es increible ver los colores y caminar cerca de el. Toda esta zona esta totalmente techada. Xochitecatl esta en la cima del cerro, se puede llegar caminando pero si alguien tiene problemas puede muy bien utilizar el automovil y llegar a  esta zona. De ahi sube al cerro y se encuentra con maravillosas estructuras. Existe una piramide circular, la cual es unica en la zona Y en la cumbre se encuentra un piramede cuadrada con una vista panoramica increible. Tenis y ropa comoda son necesarios para esta zona","Puebla, México",25 de marzo de 2016,mar de 2016
,Interesante,Un hermoso lugar donde descubrimos la influencia Maya en esos hermosos frescos donde el Jaguar está representado en cada carácter durante una batalla. El chico que nos explicó todo lo que necesitamos saber sobre el lugar.,"Toluca, México",11 de marzo de 2016,feb de 2016
,Bello lugar,"Es una excelente joya arqueológica que lamentablemente se encuentra olvidada por el INAH. El lugar en si es sorprendente, solo que no encontramos quien nos explicará cómo guía oficial. Pero muy linda atención de uno de los cuidadores del lugar que nos acompañó y explicó la importancia de lo que fue en su momento un lugar dedicado al cuidado y culto de la mujer. Maravilloso!","Toluca, México",11 de marzo de 2016,feb de 2016
,Conservado,No se necesita tener mucha imaginación para darle forma a este recinto que ha podido ser conservado de una forma única. La verdad me lleve una agradable sorpresa. ,"San Pedro Cholula, México",7 de marzo de 2016,mar de 2016
,Bueno para caminar ,"Un lugar en donde tienes la oportunidad de saber un poco más de la historia de México. Muy recomendable que asistas con un guía, ya que no hay mucho ver. Algunas pinturas que perduran, y admirar las construcciones antiguas ","Ciudad de México, México",8 de febrero de 2016,feb de 2016
,Vale la pena el viaje de lado,"Este es un lugar fantástico para ver las ruinas, especialmente con los niños, no toma mucho tiempo.Las ruinas están tan bien preservado y puedes llegar hasta cerca de ellos. Los niños no pueden apreciar la historia, pero le y hay suficiente que ver para que disfrutar.Una fotografía rápido regreso a un tiempo muy interesante.",,27 de enero de 2016,ene de 2016
,"Ruinas muy bien conservadas cerca de la capital de Puebla, Puebla ...","Está muy bien preservado ruinas cerca de la capital de Puebla, Puebla, en la frontera con estado de Tlaxcala ... son totalmente cubierto con una gran terraza y son de importancia histórica.También la exposición en la parte del museo de las ruinas es bastante bien hecho.",,14 de enero de 2016,ene de 2016
,"Ruinas muy bien conservadas con una exposición decente ... cerca de museo Puebla, Puebla ...","Muy bien preservadas ruinas con un decente museo exposición ... cerca Puebla, Puebla ... en el estado vecino de Tlaxcala ...Sitio felicidades merece la pena pasar unas cuantas horas visitar si estás en Puebla.",,14 de enero de 2016,ene de 2016
,Importantes obras y murales de arte bien cuidada,"No es un sitio grande, pero hermosos murales y obras de arte muy bien cuidado. Bien vale la pena el viaje a Nativitas para ver.","Galveston, TX",3 de enero de 2016,dic de 2015
,Tan comercializado,"Mientras que tiene historia estupenda y me imagino que volver en el día en que fue bonito y agradable, ahora sólo es sobre venderte cosas baratas y asquerosas turístico que no has uso.Los barcos están increíbles colores y tiene carácter, también tiene un montón de cosas negativas","Melbourne, Australia",24 de diciembre de 2015,dic de 2015
,Zona Aqueologica,"Vale la pena ir, y tambien pasar a Cacaxtla, la desventaja es que de donde te deja el transporte público hay que caminarle bastante (1.5 km en subida, aprox), tiene el museo del sitio, si eres estudiante la entrada es libre.","Tlaxcala, México",14 de diciembre de 2015,ago de 2015
,Fantásticos murales!,"Cacaxtla no es muy grande y las ruinas en sí no son el mejor atractivo aquí. En mi opinión, sus murales son lo más interesante en este lugar. Los colores son altamente conserva. Para llegar allí tienes que tomar un autobús a Nativitas, que le llevará en la base de la colina. Sólo tienes que caminar recto y verá el lugar. Para llegar a Xochitecatl, creo que tienes que tomar otro autobús (yo no había estado allí).  El billete incluye permiso para ambos sitios.","Buenos Aires, Argentina",21 de noviembre de 2015,nov de 2015
,Gran lugar,"Es un lugar muy amplio, con muchas pinturas de la época. Alrededor del mercado hay varias pirámides lo que hace que el paisaje se haga muy especial e interesante.","Tunja, Colombia",14 de octubre de 2015,sept de 2015
,Sitio inesperado,"Cerca de la ciudad de México, en el camino a Puebla, se puede encontrar El sitio arqueológico interesante. La arquitectura inusual y del templo y conservados frescos de colores, son la aprobación de la rica cultura de viejos civilizaciones. El sitio no es tan grande como otros, pero en su misma intersting detalles, ya que fue utilizada tiempos modernos unlil ...","Praga, República Checa",11 de octubre de 2015,oct de 2015
,Un sitio imperdible,La zona arqueológica es imperdible por su significado histórico. Desde mi punto de vista me encantaría más apoyo en la interpretación de los murales y mayor protección para que no se vuelva a caer el techo. Son imperdibles. ,"Morelia, México",5 de octubre de 2015,sept de 2015
,MAGNÍFICAS PINTURAS MURALES,"Cacaxtla fue uno de los más importantes hallazgos arqueológicos del siglo pasado, debido a que tuvo influencias multiculturales, entre ellas la maya, teotihuacana, mixteca, zapoteca y náhuatl. Cacaxtla viene del náhuatl ""Cacaxtl"" que significa ""Instrumento utilizado para cargar mercancías."" Este sitio fue fundado por la cultura Olmeca-Xicalanca entre los años (100 a 1100 d.c.). La tradición histórica cuenta que los Olmecas-Xicalancas era un grupo muy rico, en las pinturas se puede observar, además de la suntuosa decoración. Cacaxtla representó un punto estratégico para controlar el paso de la ruta comercial entre Teotihuacán y el Golfo (Tabasco y Campeche), lo cual fue determinante para su crecimiento y esplendor. Es una joya artística de nuestros antepasados, y precisamente en sus paredes se puede observar esa magnificencia comercial e intercambio cultural. Vale mucho la pena visitar, es muy bonito y además tiene una vista espectacular hacia el valle y se alcanzan a ver los volcanes Popocatépetl e Iztaccíhuatl.","Cancún, México",4 de octubre de 2015,jul de 2015
,fabulosos murales,"Cacaxtla era una ruina fantástica. Tiene tres visible conjuntos de Mayan estilo murales, uno de los guerreros en el palacio es increíble (aunque protegida por un cristal que no fastidiarla con fotografías por suerte).  Yo diría que este es mi tercer arruinar favorita de México central, tras cantona y Teotihuacan. Se tarda una hora para ver, y tienes vistas servirán de una enorme pirámide a la próxima colina, xochitecatl. Estuvimos allí en un viaje de un día que incluía cantona Carlos Rivero.","Dallas, TX",4 de octubre de 2015,sept de 2015
,Precioso lugar atemporal,"Bellísima la pirámide que se puede contemplar, este lugar es imponente y realmente bellísimas las pinturas rupestres atemporales que se encuentran en este lugar...  se encuentra alrededor de 1 hora y media de Puebla, fantástico y mágico lugar.","Monterrey, México",12 de septiembre de 2015,dic de 2014
,Pinturas muy bien conservadas,"En el país solo las pinturas murales de Bonampak son mejores que las de Cacaxtla.El estado de conservación de las pinturas, los trazos, los colores, todo lo hacen una visita que vale mucho la pena.Las vistas del Popocatépetl y del Iztaczíhuatl desde la zona arqueológica son magníficas.Si no lo doy una mayor calificación a Cacaxtla es por lo pequeña de la zona arqueológica. Realmente se recorre en muy poco tiempo.","Veracruz, México",26 de agosto de 2015,feb de 2015
,zona arqueologica en un entorno natural,"El complejo arqueológico está ubicado en un sector relativamente poco alterado, rodeado de abundante vegetación y una hermosa vista al volcán Popocatepl, se encuentran allí varias estructuras monumentales, la pirámide principal, el caracol, la pirámide de la serpiente, entre otras. Se puede recorrer con tranquilidad en un corto tiempo, pues su tamaño es mediano. Muy recomendable.","Santiago, Chile",19 de agosto de 2015,may de 2015
,IMPRESIONANTE,"Sinceramente no sabia que existia este lugar, pero me imagine que no era tan grande ni tan espectacular. Pero fue una grata sorpresa llegar y descubrir que el lugar es grande y bastante interesante, con paisajes hermosos y sumamente cuidado. Sugerencias: Para llegar si estas en Tlaxcala no le hagas caso a google maps, te va a mandar por la autopista a puebla, mejor pregunta y llega por Tlaxcala. Hay una cancha de basquetbol a la entrada que utilizan como estacionamiento, te cobran $40, ahi hay sanitarios, pero no entres, ya que te cobran y están sucios, entrando al lugar hay sanitarios limpios y obviamente sin pagar.","Estado de México, México",13 de julio de 2015,jul de 2015
,Arqueología ,Un lugar emblemático para disfrutar la arqueología mexicana. Los murales y la reconstrucción de su espacio es de un goce estético inmejorable. ,"Ciudad de México, México",13 de julio de 2015,jul de 2015
,Hermosas pirámides¡,"Como cada una de las zonas arqueológicas de México, ésta debe ser visitada, las pirámides son hermosas y muy originales, el paseo se torna muy agradable y cultural.","Ciudad de México, México",12 de julio de 2015,jul de 2015
,"Preciosa atracción, únicas en su tipo.","Esta zona arqueológica, merece la pena ser visitada, los murales únicos en su tipo, son hermosos y muy poco comunes, está muy limpio, el museo es muy bonito y estuvimos muy contentos de conocerlo.","Ciudad de México, México",12 de julio de 2015,jul de 2015
,Zona impresionante,"Es increíble que tengamos tantas maravillas naturales tan cerca de la capital y no sepamos valorarlas, este sitio es impresionante, lo que mas llama la atención es que es de las pocas zonas arqueológicas que cuentan con un domo para protegerlas, lo malo, para no variar, es que el gobierno de la noche a la mañana dejo de apoyar al sitio, es triste ver como no existen programas para promover este tipo de lugares, el costo es muy accesible y los domingos es entrada libre, altamente recomendable","Mexico City, Distrito Federal, Mexico",9 de julio de 2015,jul de 2015
,Para observar pinturas milenarias,"El lugar está muy bien cuidado y resguardado, inclusive y para conservar las pinturas, techaron toda la zona arqueológica, por lo que a la lejanía parece un ""Partenón"".Desde la parte trasera se puede observar la pirámide principal de la Zona Arqueológica de Xochitecatl.El museo a la entrada del sitio arqueológico está muy bien, es recomendable visitarlo antes de ir a la pirámide para comprender mejor las pinturas.Al igual que todas las zonas arqueológicas en México, los domingos la entrada es gratuita para los mexicanos, sólo hay que pagar el estacionamiento ($40.00 pesos).","Ciudad de México, México",8 de julio de 2015,jul de 2015
,Ruinas muy bien conservadas y cercanas a la capital del país,"Es un lugar muy agradable y muy cercano al DF, las ruinas están muy bien conservadas y hay caminos para llegar a ellas sin ningún problema. Los domingos la entrada es gratuita para las personas de nacionalidad mexicana.Tiene una vista completa de las ruinas de Cacaxtla.","Ciudad de México, México",8 de julio de 2015,jul de 2015
,Preciosas vistas,"Puedes subir dos pirámides diferentes, y hay unas vistas impresionantes desde la cima. La señalización es desgastado pero no incluyen una traducción.","Allentown, Pensilvania",2 de junio de 2015,may de 2015
,murales pintados original,El sitio grande contiene murales pintados con colores brillantes originales protegidos por un techo gigante. Las vistas de la zona de los alrededores.,"Allentown, Pensilvania",2 de junio de 2015,may de 2015
,Gran lugar y murales,"El lugar tiene grandes murales y su cercana a otro sitio arqueológico. Se puede utilizar el mismo billete de Cacaxtla para ir a XOCHITÉCATL (10 minutos o menos).Los murales están bien cuidados y son grandes, es increíble ver esos viejos murales.Además de los murales y las pirámides, hay un pequeño modelo pero es mala, es demasiado sencillo y un museo pero estaba cerca debido a un apagón. El resto del lugar era operativo incluyendo baños limpios.","Ciudad de México, México",27 de mayo de 2015,may de 2015
,"Hermoso sitio, visita obligada en Tlaxcala","Hermosos murales y recorrido, impresionantes figuras de los Dioses en el museo!! La parte de murales está techada. Un sitio limpio y amplio. Fácil acceso desde Tlaxcala. Desde ahí se ve Zona Arqueológica Xochitécat la cual queda como a 20 minutos por carretera, igual es parada obligada aunque más grande, menos impresionante que Cacaxtla. Los baños súper limpios muy buena infraestructura.",,4 de mayo de 2015,may de 2015
,"Cacaxtla-Xochitecatl es un lugar prehispanico de gran importancia pictorica,urbanisitca y arquitectonica","La zona es muy importante por los hallazgos generados a lo largo de los años recientes; pintura mural prehispanica,datos de la influencia de esta cultura en Mesoamerica y la necesidad de difundir y valorar nuestro riquísimo patrimonio cultural.","Puebla, México",10 de abril de 2015,abr de 2015
,Un excepcional lugar que le falta mayor impulso,"Casi desconocido, un lugar histórico que vale la pena visitar. Lo único malo es que no le dan el impulso suficiente, la población debe saber nuestra historia y este lugar es mágico. No lo pude recorrer completo porque se cansaron mis hijos, pero espero regresar pronto para recorrerlo todo. El museo es muy interesante, aunque debe tener mayor interactividad.","Puebla, México",2 de abril de 2015,mar de 2015
,Murales de fabulosa y pirámide Maya,"Pasamos una hora fantástica paseando por la pirámide aquí. No hay necesidad de un guía, como buena información por todo el lugar. Un montón de sabor local, con buena comida en la calle en la entrada. Niños disfrutamos realmente de este y la historia era increíble. Fácil de caminar a través de la pirámide en el camino. Casi nos perdemos esto, pero realmente nos alegra que tomamos un desvío.",Derby,1 de abril de 2015,abr de 2015
,Impresionante mural prehispánico,"La zona arqueológica de Cacaxtla, es quizá uno de esos tesoros no muy publicitados pero que vale la pena ver. Sobre un basamento parcialmente reconstruido, persisten algunos de los murales mejor conservados de México. Los vestigios del basamento nos dan una muy buena idea de cómo debió lucir, aunque los murales son lo que vale la pena ver. Si pueden conseguir un guía local para  la explicación, será mucho mejor para apreciar su esplendor.","Ciudad de México, México",31 de marzo de 2015,mar de 2015
,una pre-Hispánico Mi sitio favorito,"estado de Teotihuacan y cholulla, pero es mi lugar favorito. Aunque es un poco de una caminata desde el aparcamiento, una vez que estás allí vale la pena. La estructura principal está cubierto por un techo permanente estructura para proteger las ruinas de los elementos. Usted realmente necesidad de estudiar un poco antes de ir a cualquiera de estas ruinas, a no ser que tengas un experto guía. Hay un cartel que incluye inglés, pero realmente se necesita para comprender el sitio entero y es temporal y espacialmente con relación a las otras pirámides. Los colores de los murales es increíble, no está mal para estar cerca de 1500 años. Y las vistas de la campiña de los alrededores y los volcanes es maravilloso. Y asegúrate de visitar las pirámides vecinas a unos 1 km del valle Xochitecatl, incluyendo una espiral uno al Dios del viento. Fuimos durante la semana y en ambos sitios que eran las únicas personas allí. Increíble! PD- hay muchas escaleras, el senderismo y la escalada en ambos lugares. Si tienes problemas para caminatas, no es el lugar para ti, y una silla de ruedas sería imposible.","Wauwatosa, WI",28 de marzo de 2015,mar de 2015
,Hermoso sitio para caminar y admirar.,"Son tres basamentos piramidales, uno con un dintel en su parte superior que ofrece un magnífico marco en la puesta del sol. La vista es inmejorable hacia cualquier ángulo.","Ciudad de México, México",26 de marzo de 2015,
,Un sitio increíble con murales más de 1000 años,"Sólo se tarda 40 minutos en taxi para llegar a este sitio y a su vecino, Xochitcatl que tiene 3 pirámides y un pequeño pero buen museo. Las excavaciones en marcha en Cacaxtla son impresionantes y ver los murales con una batalla escena es tan,grabado no he visto en México antes. El museo ejemplares los murales y hace que los colores más oscura, así que puedes ver las cifras completas y apreciar el simbolismo. Este sitio es una visita obligada!","Viena, Austria",25 de febrero de 2015,feb de 2015
,Emocionantes vistas desde arriba la Xochitecatl sitio,"Este lugar histórico es un lugar que tienes que visitar mientras estás en Tlaxcala. Se tardan sólo 25 minutos en coche del centro si vas por tu cuenta, y también hay tours. Se tarda 2 horas a pasear por los alrededores.","Tlaxcala, México",19 de febrero de 2015,mar de 2014
,CUALIDADES DE LA CULTURA OLMECA XICALANCA,"Un lugar con historia cercano a las ciudades de Puebla y Tlaxcala donde uno puede apreciar en un pequeño museo algunas de las cualidades de la cultura olmeca-xicalanca, su hermosura se ve apagada por el descuido y abandono en que se encuentra, solo las ganas de disfrutar el paseo arqueológico hacen que uno haga menos el deplorable estado en que se encuentra.","Puebla, México",8 de febrero de 2015,nov de 2014
,Me encantan las ruinas,"Lo malo es que no le dan el mantenimiento ni cuidados adecuados, siendo un lugar lleno de historia es penoso ver como al gobierno no le importa que se vaya diluyendo con el tiempo.",,28 de enero de 2015,ene de 2015
,"Inigualables pinturas, tienes que verlas!!!","Es una zona arqueológica de reciente descubrimiento (1975) en los que se aprecian pinturas increíblemente conservadas, mejor que las de Bonampak,las mejores de mesoamérica, los colores y figuras están muy nítidas y está techada toda la construcción. Se recorre muy tranquilamente porque el acceso está muy bien puesto con madera. La construcción es muy grande y vale mucho la pena. El lugar también tiene su museo.",mexico,6 de enero de 2015,ene de 2015
,Ruinas sin las multitudes,"Xochitecatl es un antiguo sitio de la ruina fuera de Puebla y Tlaxcala. Se encuentra en una colina, con una increíble vista de 360 grados de la campiña de los alrededores, incluyendo una vista maravillosa de Popocatepetl. El sitio no es enorme, pero una subir a las pirámides y todo los edificios. Hay un pequeño museo. Probablemente se solo o con sólo un par de otros visitantes.","San Rafael, CA",12 de noviembre de 2014,nov de 2014
,Vestigios de un pasado esplendoroso,"A 50 minutos de la ciudad de México podemos disfrutar de uno de los sitios arqueológicos más espectaculares y grandiosos denuestro país. Este lugar aún poco conocido se encuentra a la altura de Teotihuacan o Uxmal, por sus bien conservados murales podemos observar la magnificencia de nuestros ancestros. Además es un lúgar único ya que podemos visitar el interior de una pirámide y los diferentes pisos y rincones de la misma. Goza de una vista maravillosa  y está rodeado de bellezas naturales. Es un viaje maravilloso al pasado.",mexico d.f.,14 de octubre de 2014,oct de 2014
,Nada especial,Es un programa ára hacer cuando estás aburrido y quieres hacer lo que sea. Falta infraestructura para que lo disfrutes.,"San Mateo Atenco, México",7 de octubre de 2014,jul de 2014
,VALE LA PENA DARSE UNA VUELTA!!!,"Lugar obligado en el corredor turístico de Tlaxcala, se lo caliza a escasos 25 minutos de la ciudad de Tlaxcala (capital). Recomiendo ir en dia domingo ya que la entreda para conacionales es gratuita, no olvides una identificaion oficial o credencial de estudiante. Los vestigios son hermosos llenos de color en buenas condiciones y hechos de barro. Llevar ropa comoda tenis o botas ya que el suelo es de tierra e inestable no olvides bloqueador solar y gorra. Como un buen tip no dejer de probar un huarache con un buen jarro de pulque y comprar dulces de amaranto a la salida de esta zona arqueologica. Te impresionara por que esta techada.","Ciudad de México, México",10 de septiembre de 2014,ago de 2014
,INCREÍBLE RETORNO AL PASADO,"Debes visitarlo si es que sientes a México en tu sangre, te transporta al pasado imaginando aquel lugar con movimiento, gente de color canela, los murales de exquisito color y impresionismo se siente; siempre alertas resguardándose de las guerras y viviendo en plena libertad y dominio, se disfruta el valle , el aire fresco, las panoramicas, y la comida. visita  y lo recordaras por siempre.","Chiautempan, México",10 de septiembre de 2014,oct de 2013
,Interesante,"Es la primera vez que veo una zona arqueológica techada, pero dicen que es por que el clima la estaba deteriorando...en fin recomiendo llevar un guía para que les vaya contando la cultura que  hizo el basamento, su relación con otros centros ceremoniales así como la explicación de las pinturas y demás; saliendo hay un museo, vendedores de comida y recuerdos, así como sanitarios limpios.","Acapulco, México",17 de agosto de 2014,ago de 2014
,Un gran lugar normalmente subestimado,"La mayoría de los turistas ver a los seis sitios arqueológicos más conocidos en México y a menudo sólo algunos de ellos. Cacaxtla es más pequeño que continuasen estas y también mucho más reciente de exploración. Al lado de la gran Theotihuacan es sin duda, el lugar más valiosa cerca de la ciudad de México y también a solo 20 minutos del México / tollroad de Puebla. Tiene los más impresionantes frescos en México tras Bonampak y es un espléndido representante de la poca influencia Maya en las tierras altas de México como decayed theotihuacan de potencia. Usted necesitará aproximadamente una hora y media para visitar y tendrá una gran impresión de frescos y sólo parcialmente explorada todavía un sitio de gran valor artístico.",Mexico,10 de agosto de 2014,ago de 2014
,Vestigios olmeca-xicalancas,"Una gran plataforma irónica ppr la herencia maya, nahua, olmeca xicalanca y teotihuacana. Las pinturas hacen una gran remembranza a las que se encuentran en Bonampak.Si se busca un guía, verificar su certificación ante SECTUR y que su información esté fundada en datos duros y no ""opiniones"".Gran lugar para disfrutar con tiempo y conocimiento.",DF,26 de julio de 2014,
,Asombrosas las pinturas,"Es un lugar muy adecuado para toda la familia, extremadamente bien cuidado, lugar para comer y rehidratarte, baños limpios y todo techado. Hay que hacer una pequeña caminata de 1km aproximadamente con áreas de descanso. Lo recomiendo ampliamente.","Ciudad de México, México",13 de julio de 2014,jun de 2014
,Zona Arqueologica,"Muy buen lugar, aun faltan accesos, restaurantes, mayor infraestructura para hacerlo mas atractivo..","Ciudad de México, México",30 de junio de 2014,dic de 2013
,correr en ruinas con nadie alrededor,"ningún turista multitudes aquí. y algo realmente interesante ruinas piramidal. estupendo si le gusta correr-puedes conseguir algo de buen ejercicio corriendo a la cima. Gran vista, también.","Sacramento, CA",28 de abril de 2014,abr de 2014
,Excelente lugar para visitar,"Una gran muestra del esplendor Olmeca, en pleno estado de Tlaxcala, murales hermosos y llenos de significados. Acaso un pero: demasiada reconstrucción del lugar, prefiero que los conserven lo más intactos posible.","Ciudad de México, México",21 de abril de 2014,abr de 2014
,"murales, pero mucho más además","Si toma un viaje a Puebla, es fácil desviación y bien vale la pena el esfuerzo.Siempre ayuda tener algunos conocimientos previos, tal vez un viaje al Museo Nacional de Antropología, o alguna investigación de Internet.Los murales aquí están muy bien conservados, con los colores muy vibrante. Esto está designada como un palacio, más que un templo y, al igual que muchas de estas estructuras, diferentes generaciones han agregado sus propios capas en la cima de los edificios antiguos. Hay un montón de pasos, pero no son demasiado elevados si son razonablemente en forma. El palacio entero ha sido cubierto con un techo abierto, así que está en la sombra.pasillos llevará alrededor del palacio, con tablas detallando las estructuras fundamentales. Estas son en inglés como en español, así que es bastante fácil de entender las áreas claves del sitio.En general, una muy bien merece la pena una visita.","Hayling Island, UK",24 de febrero de 2014,feb de 2014
,Vale la pena el esfuerzo,"Este sitio está en vista de Cacaxtla y era probablemente relacionados. Ambos pueden verse en la misma visita y en el mismo billete. diferentes estilos de arquitectura, museo de sitio pero vale la pena hacer un poco de investigación antes de la visita. Hay una pirámide de ronda, que es inusual; tiene una cruz en la cima, que todavía es venerada por el pueblo local.","Mystic, CT",19 de febrero de 2014,feb de 2014
,murales,Esta es una singular sitio con murales bien conservados del período Epiclásico;estilo es similar a Maya. Los colores son brillantes y claras. Hay un museo de sitio.,"Mystic, CT",19 de febrero de 2014,feb de 2014
,Maravilloso,"Es un lugar hermosamente simple y maravilloso a la vez...debes visitarlo y subir a esas piramides, recomendable si gustas de tomar fotografias, ir con tu pareja o en familia.","Santiago, Chile",14 de diciembre de 2013,
,comprensión Xochitecatl,"La zona de Arqueológico Xochitecatl puede parecer pequeña, pero sólo 10% de Cacaxtla y cercano que puede verse desde la Pirámide de las flores, ha sido descubiertas. xochitecatl es unos 300 años más antiguo que el Cacaxtla sitio. Cacaxtla fue descubierto a mediados de los 70 cuando un looter de caza del tesoro cavar un túnel y descubrimos uno de los famosos murales. arqueólogos conjeturó que esta algas colina cubierta también podría ser parte de la misma vista y Arqueólogo María Puche comenzó a cavar y descubrimos la Pirámide de flores y otras tres estructuras.Aunque es imposible tener pre Hispánico murales como Cacaxtla no es interesante que de los miles de staues y reliquias descubiertas todos eran figuras de mujeres, en diversas etapas, algunas en forma de mujeres embarazadas con cavidades y huecas de estómago llevando bebés. También estatuas únicas con extremidades baldas de marionetas como la moda. Restos de talleres obsidiana, lavabos impurificado que teorizan con ritos de purificación o algunos arqueólogos sugieren fueron utilizados como piscinas estanques reflectantes para ver los patrones de estrellas.Y sí visitando el sitio sin información aforehand puede hacer desistir de su interés. Te sugiero que preguntes por un guía de habla inglesa (de lo que mi esposa y yo somos guías bilingües registrado), tanto a estas zonas arqueológicas en la Oficina de turismo en Tlaxcala.","APIZACO, TLAXCALA",19 de septiembre de 2013,jul de 2013
,Asombrosos murales,"Hasta el momento, los murales prehispánicos mejor conservados que he visto y en si la estructura del edificio principal es impresionante. Una plataforma gigantesca con palacios y patios de los cuales ahora solo se aprecian los cimientos. El recorrido es rápido y no toma más de 30 minutos, pero aconsejo leer un poco de la historia del lugar antes o contratar el guía para hacerlo más interesante. Si habría que ponerle PEROS, estos serían la poca señalización que hay una vez pasando Nativitas y las pantallas de acrílico que cubren el mural más largo del sitio.","Ciudad de México, México",12 de agosto de 2013,ago de 2013
,esta muy feo,"no esta padre, te super aburres, de verdad no lo recomiendo,l son muiy pocos los vestigios no haya nada cerca, te decepcionas",tlaxcala,5 de agosto de 2013,sept de 2012
,excelentes vistas,"Es una area arqueologica la cual podras disfrutar de excelentes vistas panoramicas, ademas se encuentra cerca de cacaxtla en donde podras observar unos bonitos murales en un solo dia puedes ver las 2 zonas.","Tlaxcala, México",5 de agosto de 2013,may de 2013
,Maravilloso lugar,"Son unas ruinas muy especiales ya que son dedicadas a la fertilidad y la mujer, una de las pirámides está en espiral lo que la vuelve muy atractiva visualmente y tiene algunas fosas. La pirámide principal es muy bonita! Lo único malo es que para llegar hay que llevar auto o caminar 1.5km en subida al rayo del sol (llevar bloqueador solar, gorra y agua!!!!), lo que para una persona joven no debe ser problema, pero para personas con sobrepeso, enfermas o de edad avanzada puede ser demasiado pesado. Vale mucho la pena visitarlo y se entra con el mismo boleto de Cacaxtla o con credencial de estudiante, jubilado, inapam y maestro es gratis",Bélgica,26 de mayo de 2013,may de 2013
,Sorprendente!!!,Hicimos una visita familiar. Muy cercano a la Ciudad de México. Es un lugar que vale la pena visitar. Como siempre hay cosas que se pueden mejorar como la información que esta disponible para los turistas y algunas zonas que están descuidadas. Vale la pena visitarlas. ,"Ciudad de México, México",20 de abril de 2013,mar de 2013
,hermosos murales,"Hermosos murales y con excelente conservación del color, vale la pena visitarlo para quien guste de la arqueología.  Aunque es una zona cubierta extensa, no hay muchos edificios para recorrer, sin embargo, está muy cerca de otra zona arqueológica ""Xochitécatl"", que consta de 3 edificios y un basamento, un área un poco más extensa.  El boleto cuesta $55.00 por persona (en cualquiera de las dos zonas) y es válido para entrar a ambas el mismo día. ambos tienen un pequeño Museo de Sitio y sanitarios  En Xochitécatl no se ha dado el mantenimiento adecuado, por lo que las placas descriptivas de la zona y señalamientos son prácticamente ilegibles; aquí no hay donde comer ni guía, pero en Cacaxtla sí. ambas tienen estacionamiento.  Es recomendable planear el recorrido por el Estado considerando 2-3hrs para visitar estos lugares.","Ciudad de México, México",31 de marzo de 2013,mar de 2013
,"Cacaxtla, murales prehispánico únicos en el centro de México","Cacaxtla merece una visita porque es un sitio prehispánico en el centro de México, donde murales y Teotihuacan estilos Mayan pintado alrededor de 700 a 900 AD. Murales son volcanes tan bien conservados que parecen ser pintado no tan sitio está situado en el valle de Puebla con una bonita vista Popocatepetl y Ixtaccihuatl.Estos murales están a 35 minutos de la ciudad de Puebla.","Puebla, México",15 de marzo de 2013,mar de 2013
,Me gustó Cacaxtla mejor.,"Visité Xochitecatl después Cacaxtla se sienten a gusto. Me gustó mucho mejor de Cacaxtla debido a los murales mostrando imágenes de guerreros Mayan en los colores rojo, azul, negro, amarillo y blanco. Esto no es un gran sitio en comparación con otros lugares como Mitla y Monte Alban en Oaxaca.","Santa Fe, NM",17 de febrero de 2013,feb de 2013
,Diferente,"Un lugar no muy frecuentado, un poco alejado, pero un recorrido que vale la pena.Las vistas desde allí son maravillosas y el espaci invita a relajerse.Hay un museo de sitio y se puede recorrer.Definitivamente vale la pena","Monterrey, México",14 de enero de 2013,dic de 2012
,Atractivo lugar.,"Zona remodelada, de poco recorrido pero muy atractiva.Las poblaciones de alrededor son muy hospitalarias con pocos lugares para comer pero a bajo costo.","Tlaxcala, México",3 de enero de 2013,
