Author,Titulo,Review,OrigenAutor,FechaOpinion,FechaEstadia
,Tour de luciernagas en puebla,"Me encantó el tour de luciernagas, lo super recomiendo, en cuanto al servicio muy buen trato y explican detalladamente por lo que es fácil seguir todas las indicaciones, el recorrido cumplió con mis expectativas además de que el tiempo favoreció por que se pudo apreciar todo lo que me ofrecieron al adquirir mi servicio.","Puebla, México",14 de junio de 2024,jun de 2024
,Experiencia excepcional,"El tour de luciérnagas ha sido simplemente perfecto; la calidez del trato del guía acompañado de instrucciones completamente claras, nos regaló una salida muy buena.Es grato ser acompañado por un equipo completamente capacitado.",,14 de junio de 2024,jun de 2024
,!Increíble tour a las Luciérnagas!,"El mejor tour de luciérnagas de Puebla, desde la compra nos dieron recomendaciones y seguimiento para que nuestra experiencia se diera sin contratiempos y de la mejor manera.Todo el itinerario se siguió perfectamente y siguiendo las recomendaciones pudimos obtener la mejor vista del santuario de luciérnagas. Lo recomiendo ampliamente.",,14 de junio de 2024,jun de 2024
,El avistamiento de luciérnagas fue una experiencia inolvidable,"El tour al santuario de las luciérnagas me encantó. Todo el personal está muy bien preparado, son amigables y amables. La comunicación y atención de la compra fue super rápida. El recorrido fue fantástico, siempre estuvieron al pendiente de lo que necesitara:)",,14 de junio de 2024,jul de 2023
,Excelente!!!,"El mejor tour de luciernagas en Puebla, El avistamiento fué maravilloso y lo mejor es el cuidado y respeto por la naturaleza durante el tour. !10!",,14 de junio de 2024,jul de 2023
,¡MARAVILLOSO!,"Increíble el tour de luciernagas, desde el momento de la venta nos explicaron todo con mucho detalle. Llegaron puntuales por nosotros y nos trasladaron, en el camino no dejamos de platicar con el chofer y al llegar, el guía local fue muy amable. Una vez iniciada la experiencia quedamos enamorados con la vista de las luciernagas, es un espectaculo que no se pueden perder. Muy importante seguir las indicaciones. Sin duda volveremos en la proxima temporada.",,14 de junio de 2024,jun de 2024
,Una necesidad absoluta,"Gran recorrido por la ciudad: el guía llegó a tiempo, muy bien informado y apasionado por la ciudad. Hacer un city tour en Puebla es imprescindible si quieres apreciar plenamente esta hermosa ciudad y su historia.","Montreal, Canadá",21 de mayo de 2024,may de 2024
,¿Cuándo podremos volver?,"¡Estamos muy contentos de haber hecho este recorrido! Nuestra guía turística, Alexa, hizo un trabajo fantástico y si pudiéramos darle 10 estrellas, ¡lo haríamos! Algunas cosas que nos encantaron especialmente: la Biblioteca Palafoxiana (especialmente alucinante si amas la literatura y la historia), ver cómo se hace Talavera y la hermosa mano de obra de la catedral, la capilla y los edificios. ¡Alexa sabe mucho y esperamos poder regresar y pasar más tiempo en la hermosa ciudad de Puebla! !","Sandy, UT",3 de mayo de 2024,abr de 2024
,✨🌻Secretos de Puebla,"Muchos lugares hermosos, Alexa muy amable y paciente. Se adapto a nosotros. Nos recogieron en el hotel puntual, todo muy cómodo y agradable. Paciente con el tema de las compras.. la degustación de mezcal muy buena. ",,17 de marzo de 2024,
,Muy buena experiencia,"Muy buen tour, David nuestro guía y Pablo quien manejaba el vehículo, muy atentos y solicito, siempre amables y pacientes. Con gusto volvería a tomar un tour con ellos. Puntuales.",,14 de enero de 2024,ene de 2024
,¡Un día bien aprovechado en Africam Safari!,"Visitamos el Africam Safari hoy con Damian y otro cuyo nombre no recordamos, y fue maravilloso. ¡Ambos hablaban un inglés excelente y fueron excelentes anfitriones durante todo el día! Sabían mucho sobre los animales que vimos y siempre estuvieron muy atentos a lo que clientes como nosotros querían en la experiencia. Dos guías excelentes que recomendaríamos nuevamente a todos. ¡Experiencia de gran trabajo ilimitada!","Richmond, VA",21 de diciembre de 2023,dic de 2023
,Un paseo muy interesante,"Los guías súper puntuales nos recogieron en el hotel, fueron muy atentos, el tour fue en inglés y están muy informados acerca de todas las especies, el coche estaba muy limpio y desinfectado. Siempre estuvieron al pendiente de nuestros requerimientos. El lugar es padrísimo y hacen un buen trabajo en la protección animal. Muy recomendable.",,21 de diciembre de 2023,
,¡Una experiencia de safari sorprendentemente genial!,Un gran recorrido con 2 excelentes guías de habla inglesa a través de una reserva natural muy bien administrada con muchos animales increíbles.,"Richmond, VA",21 de diciembre de 2023,
,"Consentidas !!! experiencia mágica y mítica , un ambiente de confort total y agradecimiento a Ariel, Damian y sr Humbert","Pacientes AmablesSumamente caballerosos y atentosCon gran conocimiento de historia, el tour y lugares mágicos del mismo Recomendaciones Agradecidas y en espera de regresar con familia completa",,17 de diciembre de 2023,
,Paseo por Puebla,"Ariel fue una guía servicial, paciente y conocedora. Conoce bien la historia de la zona y señaló detalles que no se notan fácilmente.","Golden, CO",15 de diciembre de 2023,
,Gran recorrido,¡Todo el recorrido fue genial! Pudimos ver mucho y los animales parecen muy bien cuidados. Tomamos un montón de fotografías y lo recomendaremos a nuestros amigos.,,7 de diciembre de 2023,dic de 2023
,Ver Puebla desde la calle,"Este fue nuestro segundo recorrido con Unlimited Experiences en el área y Juan Pablo fue nuestro guía ambos días. Disfrutamos mucho de Juan Pablo en nuestro recorrido por Talavera y Cholula y nos complació que él también fuera nuestro guía aquí. Juan Pablo es un muy buen guía: conocedor, paciente y divertido. El recorrido a pie fue muy agradable y definitivamente la forma de ver la ciudad; intenta ir el domingo. . . Nos invitaron a tocar la sinfónica local mientras recorríamos la hermosa bibiloteca. Este recorrido fue informativo, hermoso y a un gran ritmo.","Condado de Orange, CA",28 de octubre de 2023,oct de 2023
,Gran recorrido en Cholula/Talavera.,"Estábamos visitando Puebla y la zona por primera vez. Queríamos ver todo lo posible durante nuestra visita. Este recorrido nos brindó una maravillosa descripción general de Cholula y Talavera. Un par de nuestras paradas favoritas fueron la fábrica de cerámica de Talavera y las ruinas de la pirámide. Juan Pablo fue nuestro guía: fue paciente, amigable y conocedor. Visitamos muchos lugares a buen ritmo y sentimos que este recorrido era la mejor manera de ver la zona. Nos recogieron en nuestro hotel en una cómoda camioneta con un conductor muy agradable.","Condado de Orange, CA",28 de octubre de 2023,oct de 2023
,Gran caminata,"El viaje estuvo bien organizado desde el principio hasta el final. Nuestro guía fue muy amable y bueno explicando las cosas mientras conducía hasta el punto de partida de nuestra caminata. Además, se aseguró de que la caminata en sí transcurriera sin problemas a pesar de que a veces era un desafío, ya que nunca antes habíamos escalado a esa altura. Además, el conductor hizo un muy buen trabajo a pesar de que el camino estaba lleno de baches.",,28 de julio de 2023,
,Tour de dos días,"Chofer/Guía Privado Juan Pablo. Hicimos este recorrido en 2 días. Pasé la noche en Zactlán. Juan Pablo está muy bien informado.Estaba dispuesto a cumplir nuestros deseos.Verdaderamente fue un placer.El costo fue un poco caro ya que éramos 3, $ 650 en total.También hicimos un tour de 3 días a Chalula y Atlixco, también fue un buen tour.",,25 de julio de 2023,jul de 2023
,Muy recomendable para poblanos y turistas,"Una experiencia padrisima, yo soy de Puebla y disfrute mucho mi ciudad de una forma que nunca antes había experimentado. Además que celebre el cumpleaños de mi mejor amiga y el staff me ayudo a darle una sorpresa y la tina le canto las mañanitas, un momento inolvidable! Lo recomiendo muchísimo para toda la familia, la interacción en las leyendas es increíble y el ambiente de la tuna es algo que lo hace súper especial","Puebla, México",24 de julio de 2023,jul de 2023
,Callejoneadas,La callejoneada es una oportunidad súper cool y divertida para conocer más de Puebla. Excelente opción para un viernes por la noche!,,20 de julio de 2023,jul de 2023
,Excelente experiencia,"Me pareció una experiencia totalmente tomar un tour nocturno, fue increíble ya que estuvimos en la maravillosa ciudad de Puebla nocturna, descubriendo su historia, datos curiosos de una manera muy divertida a través de sus callejoneadas, interactuando con todos, es una experiencia inigualable que volvería a repetir en Callejoneando x Puebla, totalmente recomendable.",,19 de julio de 2023,jul de 2023
,Puebla de noche.,"Excelente tour nocturno, los chicos que dan las leyendas las dan de forma interesante, práctico y didáctico, nos hacen participar y eso lo hace muy divertido, vas cantando, bailando e interactuando con la estudiantina. No había visto una forma tan especial de conocer la ciudad como callejoneado por Puebla.",,19 de julio de 2023,jul de 2023
,Noche increíble por Puebla ,"Callejoneando por Puebla es una experiencia increíble, en este tour nocturno logramos conocer sobre las leyendas de Puebla, así como su arquitectura, con un ambiente super interactivo, vas a cantar, bailar y sobre todo divertirte mucho. Sin duda repetiría esta callejoneada. ",,18 de julio de 2023,jul de 2023
,Excelente tour nocturno ,"Callejoneando por Puebla es un tour nocturno, para pasar un momento único en compañía de la familia.Fue una experiencia muy divertida. ",,18 de julio de 2023,jul de 2023
,Una experiencia increíble,"Callejoneando por Puebla es una de las experiencias más increíbles que puedes vivir, logramos conocer muchas de sus leyendas, así como la arquitectura de diferentes lugares.Al ser un Tour nocturno nos da una vista diferente del estado. Les recomiendo ampliamente está callejoneada, se van a divertir mucho, van a bailar y cantar bastante. Sin duda repetiría la experiencia.",,18 de julio de 2023,jul de 2023
,Excelente tour nocturno,"Esta callejoneada es la mejor manera de pasar un muy buen rato en la cuidad de Puebla, escuchas música en vivo, hacen un pequeño concurso durante el recorrido, conoces leyendas locales, cantas, bailas y te diviertes muchísimo. Callejoneando por Puebla es, sin duda una divertida vivencia que difícilmente olvidarás!",,18 de julio de 2023,jul de 2023
,Increíble experiencia ,"Callejoneando por Puebla fue una experiencia súper divertida, el ambiente es de lo mejor. Recomiendo mucho este tour nocturno ✨",,18 de julio de 2023,jul de 2023
,noche única,"excelente callejoneada, una manera diferente para conocer puebla y sus leyenda.tienen un gran equipo que trasmite armonía y originalidad ♡",,18 de julio de 2023,jul de 2023
,Inolvidable,Callejoneando por puebla superó totalmente mis expectativas. Mis amigas y yo nos divertimos desde el inicio hasta el fin de la experiencia. Sin duda un tour nocturno 100% recomendado.,,18 de julio de 2023,jul de 2023
,Callejoneando por Puebla ,"Excelente experiencia, muy alegre divertido y dinámico. Algo diferente para el viernes por la noche. No se arrepentirán!",,17 de julio de 2023,jul de 2023
,Noche sin igual,"Mi mamá y yo somos de Puebla, pero el caminar por las calles en la noche, acompañadas de buen ambiente y pasar por los lugares más emblemáticos del centro fue una experiencia genial.Canciones clásicas que le dan un nuevo sentido a las calles, las leyendas contadas de manera original y creativa, te gustará ser parte de ello. Y puff... El concurso de la bota, les reto a aguantar 43 chupitos como yo!!",,17 de julio de 2023,jul de 2023
,Muy divertido.,"Fue una experiencia muy divertida. Callejoneando por Puebla es un tour Nocturno bastante ameno, para poder pasar el rato con familia o amigos.",,17 de julio de 2023,jul de 2023
,"Increíble , única",Es una oportunidad increíble para conocer el centro histórico desde una perspectiva distinta. Altamente recomendable,,17 de julio de 2023,jul de 2023
,INCREÍBLE♡.,Un Tour Nocturno bastante divertido y agradable. Callejoneando por Puebla es una experiencia interesante y bastante buena para pasear por Puebla de noche♡.,,17 de julio de 2023,jul de 2023
,Callejoneando por Puebla,"Una actividad súper divertida, callejoneando x Puebla es un tour nocturno donde cantas y bailas además de escuchar la historia de Puebla. ¡Recomendadisimo!",,17 de julio de 2023,jul de 2023
,"Tours interesantes, informativos y profesionales.","Disfruté mucho mi experiencia con Unlimited Experiences. Hice dos recorridos en mayo de 2023: Puebla City Secrets y Cholula. Desde mi primer correo electrónico con la empresa hasta mis últimos anuncios, me sentí bien atendido y en buenas manos. Mi guía fue Ariel, muy eficiente, amable, bilingüe (inglés/español). Proporcionó mucha historia y antecedentes, está bien estudiado. Aprecié la pronta comunicación con Unlimited por correo electrónico y WhatsApp: cada vez que tenía una pregunta respondían rápidamente. El pago fue fácil. Definitivamente contrataría a Unlimited nuevamente la próxima vez que esté en Puebla. Altamente recomendado.","Kaneohe, Hawái",1 de junio de 2023,may de 2023
,Magestuoso,"Lo ideal es llegar antes de las 11 am, se congestiona mucho para subir a la parte más alta de la exhacienda.  Lo que sí, es que está divino el lugar, pensar en ir a contemplar el edificio sería un error. El Hotel está increíble.",,22 de mayo de 2023,may de 2023
,Excelente tour por Puebla,"Olivia fue nuestra guía y honestamente fue extremadamente amable, paciente e informativa. Nuestra mascota Pancho nos acompaño en el tour y Olivia se ofreció a dar el tour uno a uno en los lugares en los que Pancho no podía ingresar.Muchas, muchas gracias Olivia, agradecemos tu esfuerzo y dedicación.Si alguien va a reservar este tour, les recomiendo 100% que pidan que Olivia les de el tour.","Ciudad Juárez, México",23 de abril de 2023,abr de 2023
,Africam Safari increíble,"Muy lindo lugar, increíble experiencia, muy recomendable, se pudimos  apreciar a la diversidad de animalitos en su hábitat natural y a solo metros de nuestro vehículo. ",,14 de abril de 2023,abr de 2023
,Cholula Tour Privado,Nuestros guías fueron geniales. Hablaban inglés y español. ¡Estaban muy educados en la cultura y fueron muy pacientes con nuestros adolescentes!,,12 de abril de 2023,abr de 2023
,mi primera piramide,"Tuve un gran recorrido por la pirámide de Cholula con nuestro guía turístico Rodrigo. Fue divertido aprender la historia de Cholula y sus alrededores. También fui a algunas iglesias únicas y una tienda de talavera. Fue un buen recorrido para alguien que no sabe nada sobre el área para aprender sobre la historia, pero también para aprender y conocer a las personas amables y acogedoras que viven en Puebla ahora.",,10 de marzo de 2023,mar de 2023
,Pirámides en México,Una excursión imperdible si está visitando la Ciudad de México.  La distancia es razonable y puedes regresar el mismo día.,"Atlanta, GA",8 de febrero de 2023,oct de 2022
,Excelente excursión!,"Mi excelente conductor, Israel y mi maravilloso guía, Ricardo, ya me estaban esperando cuando salí de mi hotel. Ricardo dio vida a la fascinante historia del sitio arqueológico y las hermosas iglesias con sus relatos históricos detallados y presentaciones imaginativas. También disfruté mucho la oportunidad de aprender sobre la cerámica de Talavera y probar algunas delicias locales. ¡Una experiencia inolvidable!",,29 de enero de 2023,ene de 2023
,Bonito lugar,El lugar es pequeño pero tienen actividades interesantes y la comida es rica. Es más un sitio de contemplación que se utiliza como escenario para fotos de quinceañeras y bodas.,"Ciudad de México, México",11 de enero de 2023,dic de 2022
,La mejor agencia en puebla,"Es una empresa muy responsable y comprometida, siempre al pendiente de nuestras necesidades, con detalles hermosos y muy pacientes.Tomamos varios tours en un fin de semana y la verdad que todos estuvieron geniales, no duden en contratar cualquier servicio con ellos","Guadalajara, México",10 de enero de 2023,nov de 2022
,Gran viaje a la Gran Pirámide,La guía fue eficiente y agradable. El sitio era increíble y enorme. El único problema fue la caminata cuesta arriba.,,3 de enero de 2023,dic de 2022
,Imprescindible en Puebla para la mejor experiencia.,Fue un fantástico recorrido a pie. Abril estaba increíblemente bien informada y también nos dio excelentes recomendaciones sobre restaurantes en la ciudad. Una visita obligada en Puebla si quieres obtener la mejor experiencia.,,3 de enero de 2023,dic de 2022
,Buen equipo y buena experiencia de día completo.,"El conductor y el guía fueron realmente amables y serviciales, brindaron sugerencias y se aseguraron de que experimentáramos un montón de lugares agradables, comprar artesanías locales y realmente disfrutar nuestra visita a Puebla.","Ciudad de México, México",29 de diciembre de 2022,dic de 2022
,Unlimited Customer Service Experience,"Después de evaluar varios operadores de tours, seleccionamos a UE, y no nos equivocamos. Desde el primer contacto en la planeación, hasta aun después de que nos dejaron no pararon de poner atención en cada detalle. Quisimos sumergirnos en todo lo que Puebla tiene que ofrecer, así que tomamos 3 tours con ellos en 3 días diferentes. Valió muchísimo la pena pues logramos conocer a fondo todo lo que la Ciudad y sus alrededores tiene que ofrecer, además sin perder un solo minuto ya que la dupla de Emanuel y Daniela se la sabían de todas todas. Fernanda, a quien solo conocimos por WhatsApp, genial en cada recomendación y detalle.No duden en conocer Puebla y su historia, pero no lo hagan solos, contraten a Unlimited Experiences, seguro no se arrepentirán.",,21 de diciembre de 2022,dic de 2022
,Excelente,Excelente servicio muy capacitados se los recomiendo  buen ambiente y muy detallado simplemente excelente,,19 de diciembre de 2022,dic de 2022
,Gran viaje con una gran cantidad de información.,El recorrido fue muy informativo y Pablo tiene una gran cantidad de información para compartir. La recogida en nuestro hotel fue muy conveniente.,,14 de diciembre de 2022,dic de 2022
,Pueblos mágicos de Mexico,"Fue una visita muy agradable, paisajes imponentes, la cascada y la barranca fue unos de los lugares que más nos emociono y gusto, gracias a Olivia que fue nuestra guía una chica muy amable, nos explico cada punto de visita de manera en que despertaba el interés de cada sitio muy bien preparada para dar a conocer la información e historia de cada lugar. También gracias a Juan Manuel nuestro conductor también una persona muy agradable y ocurrente.",,2 de diciembre de 2022,dic de 2022
,Teotihuacán y Ciudad de México,"Nuestro grupo de cinco usó esta empresa tres veces, para un recorrido por la Ciudad de México, un viaje a las pirámides de Teotihuacan y nuevamente como transporte al aeropuerto de la Ciudad de México. Todos fueron excelentes. Los guías estaban bien informados y teníamos servicio puerta a puerta. Susana Aguilar fue nuestra guía en la Ciudad de México y nos invitó a visitar un bar para que pudiéramos probar el pulque, una bebida local hecha de una planta de agave. ¡También nos dio consejos sobre dónde comprar! ¡Definitivamente los usaría de nuevo!","Baton Rouge, Louisiana",30 de noviembre de 2022,nov de 2022
,Gran compañía y guía turístico.,Hice el tour de Cantinas y el traslado del aeropuerto a MXDF con Magali y la pasé muy bien. Ella fue informativa y la pasé muy bien con ella. La empresa en sí fue muy organizada y receptiva. Pudieron organizar el recorrido para mí en el último minuto (con aproximadamente 3 horas de anticipación). ¡Recomendaría todo!,"Atlanta, GA",28 de noviembre de 2022,
,Gran introducción a Puebla y Cholula.,"Esta reseña cubre tanto Secretos de Puebla como el recorrido barroco de Cholula y el Museo del Barroco.Ambos fueron muy interesantes e informativos: me gustó mucho mi guía Olive y había planeado reservar otro recorrido a Atlixco, pero debido a eventos imprevistos tuve que cancelar. Si pudiera hacerlo de nuevo también reservaría un tour a Huaquechula para el Día de MuertosRealicé los recorridos en los días previos al Día de los Muertos y las vistas y los comentarios adicionales fueron muy agradables y útiles en cuanto a la comprensión de las prácticas y creencias locales.El recorrido de los secretos de puebla cubrió el túnel, el arte callejero, los sitios de batalla del cinco de mayo, el callejón de los dulces, el callejón de los artistas, la biblioteca palofaxiana, la catedral de puebla, la impresionante capilla del rosario, el zócalo, etc. - muy informativo y realmente una buena introducción a la ciudad , haciéndote querer explorar más.El recorrido barroco incluyó la iglesia de Remedios y la pirámide de cholula, san francisco acatepec, santa maria tonantzilla y el museo barroco, muy recomendable, algunos de los lugares más impresionantes que he visto en mi vida. la historia de cholula es muy rica y conmovedora. oliva proporcionó contexto e información de fondo que fue realmente útilOlive hablaba un inglés muy claro, fue servicial y muy divertido estar con ella.Recomiendo comprar un libro sobre el cinco de mayo y la historia de cholula antes de los recorridos para agregar profundidad y contexto a la experiencia.algunas pequeñas sugerencias si se hubiera podido proporcionar más información sobre los artistas y las historias detrás del arte callejero que habrían sido útiles, también tal vez una infografía sobre los movimientos de tropas a medida que se desarrollaba la batalla del cinco de mayo y más información autobiográfica sobre los personajes de ambos bandos. tambien habria solicitado incluir los ex conventos santa rosa y santa monica en el tour de pueblaen general, ambos recorridos valieron la pena, ¡lo recomiendo encarecidamente!","West Orange, NJ",14 de noviembre de 2022,
,Experiencia asombrosa,"Gran experiencia. Guía súper profesional y amable y una montaña perfecta para una caminata de un día. Me recogieron directamente del hotel, hicimos la caminata y me dejaron nuevamente en el hotel. Ellos se encargan de todo. Súper conveniente",,7 de noviembre de 2022,nov de 2022
,Gran recorrido,"Fernando fue un excelente guía turístico, no dudaríamos en hacer otro recorrido con él. Él está muy bien informado sobre el y hace que los recorridos sean divertidos para todos.","Erie, Pennsylvania",30 de octubre de 2022,oct de 2022
,Vive la aventura del montañismo,Recomiendo el servicio profesional y cordial del personal de la agencia. En todo momento cuidando de ti y dándote las explicaciones amenas e interesantes. Si bien es necesario una condición física óptima para avanzar en el recorrido es preferible seguir los consejos dados.,,28 de octubre de 2022,oct de 2022
,Caminata a la Malinche,"¡De principio a fin, la organización fue excelente! Contacto súper fácil, gran flexibilidad, experiencia personalizada, ¡nada de qué quejarse!",,24 de octubre de 2022,oct de 2022
,Primera vez en Puebla,"Sin duda para ser nuestra primera visita, esta agencia es perfecta! Excelente atención por parte de todo el staff, amabilidad y atención perfecta. Realmente valw la pena tomar alguna actividad con ustedes, totalmente recomendable. Gracias a Fernanda quien estuvo en seguimiento a nuestro tour y atendiendo cada necesidad. A Israel y Hernan quienes nos acompañaron en el tour. Muchos Gracias!!!",,19 de octubre de 2022,oct de 2022
,Tour en primera clase a Cholula,Gran recorrido con Ariel. La comunicación previa a la recogida fue excelente y él estaba muy bien informado sobre la historia de cholula y la pirámide. El museo barroco fue lo más destacado y el conocimiento de Ariel fue nuevamente de primera clase. Muy recomendable.,,18 de octubre de 2022,oct de 2022
,Super experiencia con Unlimited Puebla!!,"Fue un excelente Tour!! Desde el momento en que pagas se comunican contigo via mensaje para corroborar la información que proporcionas. Fueron super puntuales al momento de recogernos, al igual son flexibles con el tiempo dado que en ciertas experiencias el tiempo puede extenderse y así te permiten disfrutar de los lugares con tranquilidad. El guía y el conductor fueron excelentes, el guía tenía montón de datos para contar y super informativo y amable en todo momento. Sin duda vuelvo a tomar un tour con ellos, Saludos!","Ecatepec, México",17 de octubre de 2022,oct de 2022
,¡Mil gracias Unlimited Puebla!,"¡Excelente servicio de Unlimited Puebla! Súper atentos durante todo el tiempo, desde su contratación hasta el final del Tour, la gente súper capacitada, todas las explicaciones durante el recorrido de 100 🌟. En cuanto este tour, los paisajes espectaculares, muy recomendable y definitivamente volveríamos a tomarlo.",,17 de octubre de 2022,oct de 2022
,Caminata agradable y experiencia!,"¡Pablo fue un guía increíble! Me recogieron directamente en la dirección en la que me hospedaba y disfruté de nuestro viaje hasta Izta - Popo. A pesar de que el clima no estaba cooperando para caminar tan lejos como me hubiera gustado, disfruté mucho de mi caminata y aprendí mucho de la historia mexicana de Pablo durante mi viaje. Fue amable, educado y paciente mientras me tomaba mi tiempo para escalar a gran altura. ¡Gracias por una excelente experiencia!",,11 de octubre de 2022,oct de 2022
,Excelente recorrido muy recomendable,"Gran recorrido, Aerial fue excelente, muy bien informado y pudo responder todas nuestras preguntas. Recomiendo encarecidamente la pirámide y las iglesias fueron muy interesantes.","Bedford, UK",9 de octubre de 2022,
,Gran tour privado a Teotihuacan,"Gran tour privado a Teotihuacan. Mucha información, guía super amable.Además, la comunicación con la agencia fue fácil y sin complicaciones.",,7 de octubre de 2022,oct de 2022
,¡Una maravillosa caminata con un guía experto!,"Tuvimos una caminata maravillosa hasta la línea de árboles de La Malinche con Ariel. Su inglés era muy bueno y estaba bien informado, atento y servicial. Tuvimos un hermoso día, y las vistas eran increíbles. Vimos muchas plantas y hongos interesantes en el camino, que nos detuvimos para admirar. ¡Recomiendo tomarse un tiempo para apreciar el viaje e ir despacio porque el aumento de altitud no es broma! ?",,1 de octubre de 2022,sept de 2022
,¡Muy recomendable!,"Excelente recorrido y guía! Pablo era eficiente, amable y flexible. Amablemente modificó los lugares que visitamos para que fuera perfecto para nosotros. ¡Muy recomendable!","Long Beach, CA",30 de septiembre de 2022,
,Excelente experiencia,"Excelente experiencia, muy profesionales todos, respetaban la hora y el lugar de recogida ambiente ameno y la pasamos de lujo!",,30 de septiembre de 2022,sept de 2022
,¡Un gran día!,"Un recorrido muy bueno e informativo disfrutó completamente de toda la increíble historia y, por supuesto, de la pirámide.",,26 de septiembre de 2022,sept de 2022
,Una experiencia diferente y altamente recomendable,Excelente tour altamente recomendable. Una experiencia diferente y súper bien llevada por abril nuestra guía y con toda la seguridad del buen manejo del sr Juan.,"Morelos, México",26 de septiembre de 2022,sept de 2022
,Gran recorrido y experiencia!,"Realmente excelente recorrido, además hubo un desfile en Atlixco el día que reservamos, así que nos sorprendió gratamente poder verlo un poco antes de que comenzara el recorrido programado. Pablo y Abril fueron guías geniales y divertidos.",,19 de septiembre de 2022,sept de 2022
,Impresionante,"Este fue un recorrido privado con Ariel. Es un excelente guía, muy apasionado por lo que hace. También fue flexible y pudo cambiar el itinerario. Los sitios son geniales aunque, en mi opinión, el crecimiento de Cholula le ha quitado lo que era hace 20 años. No podemos hacer nada sobre el progreso. El recorrido bien vale la pena.","Chicago, IL",14 de septiembre de 2022,sept de 2022
,Visita a Atlixco.,"Excelente paseo, los lugares muy bonitos, cultura, historia con explicaciones claras y amenas por parte de nuestra guía Abril. Experiencia 100% recomendable.","Ciudad Juárez, México",13 de septiembre de 2022,
,Enamórate de Puebla y su rica historia,"He estado en muchas visitas guiadas, pero Susanah y esta gira fueron, con mucho, las MEJORES que he tomado. El recorrido nos llevó a cada barrio de Puebla, mostrándonos las cualidades especiales y la historia de cada uno. Este recorrido es IMPRESCINDIBLE para conocer la historia romántica, hermosa y, a veces, trágica de México y su viaje para alcanzar la independencia. Susanah la llevó a enseñar cada detalle mientras experimentábamos cada parada. ¡Tenía un conocimiento increíble y fue paciente para responder preguntas y fácilmente podías sentir su amor y pasión por Puebla! ¡Imprescindible en tu viaje a Puebla! ¡No podemos esperar a volver con nuestras hijas, que sé que amarán este recorrido privado tanto como a nosotros! ¡Cinco estrellas!","Mission, TX",11 de septiembre de 2022,sept de 2022
,"Excursión privada Unlimited a Cholula, Puebla. ","Excelente servicio, puntualidad, presentación, amabilidad, Olivia nuestra guía joven muy agradable con excelentes conocimientos y explicaciones claras, contesta tus dudas. Pablo nuestro conductor, también amable, simpático y maneja muy bien. Muchas gracias ","Ciudad Juárez, México",9 de septiembre de 2022,
,"Los Túneles, La Biblioteca Palafoxiana, La Catedra, Los fuertes de Loreto y Guadalupe y mucho más !","Gran excursión con lo mejor de la bellísima Puebla. Un Kilómetro de túneles coloniales, la Biblioteca Palafoxiana. La Catedral, compramos platos de Talavera ! y muchas cosas más. Vale la pena.","Santiago de Querétaro, México",5 de septiembre de 2022,sept de 2022
,Una aventura divertida pero desafiante,"Me perdí el recorrido Izta de mi albergue y pude inscribirme en este recorrido en el último minuto. La persona que me ayudó fue amable, receptiva e informativa.Ariel y Pablo fueron mis guías para la caminata y fueron encantadores. Estaba nervioso de que sería incómodo con solo nosotros tres, pero fue divertido. Hablaban inglés muy bien, brindaban mucha información interesante sobre la región y eran excursionistas experimentados.Algunas cosas que debe saber sobre este recorrido: es un viaje bastante largo hasta el comienzo de la caminata, que incluye algunos caminos de tierra con muchos baches. Esté preparado para el mal de altura (especialmente si es como yo y se inscribió en esta caminata en su primer día completo en México). Debido a la elevación, la caminata puede ser más difícil de lo que estás acostumbrado. Solo pude llegar parcialmente al punto previsto en el volcán, pero los guías fueron MUY pacientes y comprensivos.","Nueva York, Estado de Nueva York",2 de septiembre de 2022,
,10/10,"Tuve un gran día en La Malinche con mi guía Ariel. Ariel era un verdadero profesional, muy bien informado y muy consciente de la seguridad. Fue muy paciente conmigo ya que mi velocidad de escalada disminuyó drásticamente más cerca de la cumbre. ¡Espero volver a verte pronto por Izta o Pico de Orizaba!",,24 de agosto de 2022,ago de 2022
